#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.396236,7,1,0,2054
0.376351,7,1,0,2019
0.385630,7,1,0,2002
0.404701,7,1,0,1968
0.373315,7,1,0,1909
0.361240,7,1,0,1918
0.349001,7,1,0,1894
0.355212,7,1,0,1868
0.367489,7,1,0,1850
0.391563,7,1,0,1823
0.358042,7,1,0,1812
0.352010,7,1,0,1806
0.337004,7,1,0,1790
0.331309,7,1,0,1794
0.333220,7,1,0,1783
0.376421,7,1,0,1780
0.322776,7,1,0,1778
0.368296,7,1,0,1784
0.326898,7,1,0,1776
0.323043,7,1,0,1768
0.316649,7,1,0,1782
0.316251,7,1,0,1803
0.390222,7,1,0,1795
0.383575,7,1,0,1795
0.475073,7,1,0,1819
0.389258,7,1,0,1804
0.331802,7,1,0,1807
0.515607,7,1,0,1842
0.334373,7,1,0,1833
0.543291,7,1,0,1770
0.451053,8,1,0,1968
0.331725,7,1,0,1833
0.416479,8,1,0,2035
0.335861,7,1,0,1825
0.458961,7,1,0,1788
0.344201,8,1,0,2002
0.319717,8,1,0,1946
0.415094,8,1,0,1859
0.419998,9,1,0,1989
0.545759,8,1,0,1889
0.454980,8,1,0,1886
0.385658,8,1,0,1825
0.382201,8,1,0,1879
0.379833,8,1,0,1790
0.536155,8,1,0,1775
0.376652,8,1,0,1723
0.373512,8,1,0,1678
0.377331,8,1,0,1665
0.504365,8,1,0,1589
0.346803,8,1,0,1588
0.357318,8,1,0,1553
0.347425,8,1,0,1530
0.421916,8,1,0,1525
0.298884,8,1,0,1514
0.314303,8,1,0,1496
0.306906,8,1,0,1486
0.305673,8,1,0,1481
0.298393,8,1,0,1468
0.301269,8,1,0,1449
0.607807,8,1,0,1445
0.441413,8,1,0,1439
0.283257,8,1,0,1435
0.269892,8,1,0,1440
0.355961,8,1,0,1444
0.333185,8,1,0,1458
0.290826,8,1,0,1477
0.408129,8,1,0,1478
0.407034,8,1,0,1502
0.292477,8,1,0,1496
0.314811,9,1,0,1624
0.280016,9,1,0,1623
0.345840,8,1,0,1564
0.325600,8,1,0,1540
0.324639,9,1,0,1648
0.400703,8,1,0,1621
0.369024,8,1,0,1710
0.517635,7,1,0,1626
0.386828,8,1,0,1858
0.297289,8,1,0,1852
0.572267,8,1,0,1837
0.372285,8,1,0,1809
0.391001,8,1,0,1801
0.491778,8,1,0,1743
0.626839,8,1,0,1711
0.351735,8,1,0,1678
0.510190,8,1,0,1647
0.494610,8,1,0,1605
0.344585,8,1,0,1561
0.330134,8,1,0,1538
0.352850,8,1,0,1531
0.313969,8,1,0,1510
0.304735,8,1,0,1506
0.314133,8,1,0,1470
0.309884,8,1,0,1447
0.304215,8,1,0,1433
0.484248,8,1,0,1437
0.299380,8,1,0,1426
0.347368,8,1,0,1427
0.290032,8,1,0,1442
0.310644,8,1,0,1434
0.515001,8,1,0,1431
0.298626,8,1,0,1443
0.291262,8,1,0,1442
0.358713,8,1,0,1465
0.346312,8,1,0,1447
0.299038,8,1,0,1412
0.299171,9,1,0,1571
0.334830,8,1,0,1435
0.443410,8,1,0,1398
0.375846,9,1,0,1537
0.279799,9,1,0,1493
0.468189,9,1,0,1515
0.327848,8,1,0,1445
0.515482,8,1,0,1430
0.303849,8,1,0,1395
0.414249,9,1,0,1532
0.295966,9,1,0,1448
0.416307,9,1,0,1418
0.349954,9,1,0,1435
0.332488,9,1,0,1348
0.345599,10,1,0,1405
0.305384,9,1,0,1211
0.335227,9,1,0,1207
0.279304,9,1,0,1176
0.259352,10,1,0,1230
0.247076,9,1,0,1144
0.341496,10,1,0,1185
0.245129,9,1,0,1097
0.287638,10,1,0,1147
0.237226,10,1,0,1146
0.289881,10,1,0,1149
0.409586,9,1,0,1098
0.382358,10,1,0,1150
0.264107,9,1,0,1131
0.268723,10,1,0,1209
0.346841,9,1,0,1161
0.295760,10,1,0,1228
0.253484,10,1,0,1231
0.313985,10,1,0,1243
0.289985,10,1,0,1304
0.345889,9,1,0,1228
0.317171,10,1,0,1363
0.286825,9,1,0,1244
0.329291,9,1,0,1275
0.269767,9,1,0,1285
0.303425,9,1,0,1284
0.316539,9,1,0,1268
0.393604,9,1,0,1267
0.325877,9,1,0,1233
0.389009,9,1,0,1226
0.369802,9,1,0,1209
0.270253,9,1,0,1179
0.271092,9,1,0,1129
0.254417,9,1,0,1118
0.348151,9,1,0,1107
0.261896,9,1,0,1070
0.243468,9,1,0,1050
0.329174,9,1,0,1046
0.233025,9,1,0,1058
0.268460,9,1,0,1069
0.256085,9,1,0,1079
0.229989,9,1,0,1081
0.234994,9,1,0,1084
0.338541,9,1,0,1105
0.233713,9,1,0,1131
0.249946,9,1,0,1123
0.345122,9,1,0,1121
0.237046,9,1,0,1136
0.244962,9,1,0,1134
0.357428,9,1,0,1130
0.256848,9,1,0,1125
0.355322,9,1,0,1107
0.249050,9,1,0,1087
0.240984,9,1,0,1083
0.305106,9,1,0,1067
0.275873,9,1,0,1085
0.241686,9,1,0,1084
0.236660,9,1,0,1077
0.332844,9,1,0,1066
0.234146,9,1,0,1012
0.257258,10,1,0,1118
0.217253,9,1,0,1024
0.312369,9,1,0,1001
0.305639,9,1,0,1009
0.336950,9,1,0,1037
0.221823,9,1,0,1010
0.228696,10,1,0,1134
0.326050,9,1,0,1004
0.290813,9,1,0,1001
0.226877,9,1,0,1011
0.257085,9,1,0,1023
0.221914,9,1,0,1024
0.267796,9,1,0,1027
0.228144,9,1,0,1016
0.365739,9,1,0,996
0.232556,9,1,0,994
0.361617,9,1,0,980
0.221729,9,1,0,955
0.273317,9,1,0,939
0.240378,9,1,0,940
0.209552,8,2,0,938
0.208546,8,2,0,919
0.204976,8,2,0,906
0.209934,8,2,0,905
0.201451,8,2,0,908
0.205864,8,2,0,912
0.210013,8,2,0,921
0.223788,9,1,0,924
0.209059,10,1,0,1032
0.201744,9,1,0,950
0.267313,9,1,0,948
0.214863,9,1,0,966
0.214892,9,1,0,970
0.216633,9,1,0,969
0.224090,9,1,0,970
0.234462,9,1,0,956
0.224616,9,1,0,920
0.222765,9,1,0,937
0.206823,9,1,0,920
0.250879,9,1,0,894
0.203603,9,1,0,885
0.321463,9,1,0,876
0.197082,9,1,0,853
0.280100,9,1,0,845
0.224691,9,1,0,836
0.212759,9,1,0,815
0.273104,9,1,0,790
0.219024,9,1,0,780
0.184208,9,1,0,774
0.209485,9,1,0,767
0.176633,9,1,0,762
0.237057,9,1,0,758
0.239694,9,1,0,750
0.182377,9,1,0,754
0.259536,9,1,0,743
0.172862,10,1,0,805
0.159537,9,1,0,753
0.279459,10,1,0,827
0.169360,9,1,0,783
0.211888,10,1,0,868
0.231479,9,1,0,811
0.302100,9,1,0,818
0.186159,9,1,0,841
0.180423,9,1,0,830
0.184627,9,1,0,824
0.193481,9,1,0,830
0.219067,9,1,0,824
0.190915,9,1,0,825
0.227664,9,1,0,836
0.188772,9,1,0,845
0.267526,9,1,0,830
0.187054,10,1,0,947
0.186997,9,1,0,828
0.245462,9,1,0,826
0.182823,9,1,0,803
0.188579,9,2,0,900
0.176615,8,2,0,781
0.237038,8,2,0,764
0.185443,8,2,0,751
0.198847,8,2,0,751
0.167207,8,2,0,744
0.239232,8,2,0,762
1.651110,9,1,0,788
0.170933,9,1,0,784
0.170903,10,1,0,890
0.181607,9,1,0,787
0.218130,10,1,0,881
0.167935,9,1,0,773
0.358741,10,1,0,872
0.165100,9,1,0,792
0.215531,9,1,0,773
0.193119,10,1,0,882
0.235538,9,1,0,785
0.252460,9,1,0,794
0.250544,9,1,0,790
0.211373,9,1,0,785
0.213577,9,1,0,786
0.183604,9,1,0,795
0.321279,9,1,0,799
0.254693,9,1,0,800
0.181580,9,1,0,802
0.211817,9,1,0,801
0.183036,9,1,0,797
0.217240,9,1,0,801
0.209536,9,1,0,794
0.185860,9,1,0,790
0.186028,340,269262768,369,1524197994
0.178079,0,32594,0,1074979935
