599,30
600,30
601,30
602,30
603,30
604,30
605,30
606,30
607,30
608,30
609,30
610,30
611,30
612,30
613,30
614,30
615,30
616,30
617,30
618,30
619,30
620,30
621,30
622,30
623,30
624,30
625,31
626,31
627,31
628,31
629,31
630,31
631,31
632,31
633,31
634,31
635,31
636,31
637,31
638,31
639,31
640,31
641,31
642,31
643,31
644,31
645,31
646,31
647,31
648,31
649,31
650,31
651,31
652,31
653,31
654,31
655,31
656,31
657,31
658,31
659,31
660,31
661,31
662,31
663,31
664,31
665,31
666,31
667,31
668,31
669,31
670,31
671,31
672,31
673,31
674,31
675,31
676,31
677,31
678,31
679,31
680,31
681,31
682,31
683,31
684,31
685,31
686,31
687,31
688,31
689,31
690,31
691,32
692,32
693,32
694,32
695,32
696,32
697,32
698,32
699,32
700,32
701,32
702,32
703,32
704,32
705,32
706,32
707,32
708,32
709,32
710,32
711,32
712,32
713,32
714,32
715,32
716,32
717,32
718,32
719,32
720,32
721,32
722,32
723,32
724,32
725,32
726,32
727,32
728,32
729,32
730,32
731,32
732,32
733,32
734,32
735,32
735,33
736,33
737,33
738,33
739,33
740,33
741,33
742,33
743,33
744,33
745,33
746,33
747,33
748,33
749,33
750,33
751,33
752,33
753,33
754,33
755,33
756,33
757,33
758,33
759,33
760,33
761,33
762,33
763,33
764,33
765,33
766,33
767,33
768,33
769,33
770,33
771,33
772,33
773,33
774,33
775,33
776,33
777,34
778,34
779,34
780,34
781,34
782,34
783,34
784,34
785,34
786,34
787,34
788,34
789,34
790,34
791,34
792,34
793,34
794,34
795,34
796,34
797,34
798,34
799,34
800,34
801,34
802,34
803,34
804,34
805,34
806,34
807,34
808,34
809,34
810,34
811,34
812,34
813,34
814,34
815,34
816,34
817,34
818,34
819,34
820,34
821,34
822,34
823,34
824,34
825,34
826,34
827,34
828,34
829,34
830,34
831,34
832,34
833,34
834,34
835,34
836,34
837,34
838,34
839,34
840,34
841,34
842,34
843,34
844,34
845,34
846,35
847,35
848,35
849,35
850,35
851,35
852,35
853,35
854,35
855,35
856,35
857,35
858,35
859,35
860,35
861,35
862,35
863,35
864,35
865,35
866,35
867,35
868,35
869,35
870,35
871,35
872,35
873,35
874,35
875,35
876,35
877,35
878,35
879,35
880,35
